New power equation for right direction: UML,"New power equation for right direction: UML Kathmandu, April 14: The CPN UML secretariat meeting has drawn conclusion that the new power equation had directed the country towards right track. Party Deputy General-Secretary Pradeep Gyawali said it while sharing about the meeting convened at party office in Lalitpur on Sunday. The meeting also concluded that the incumbent government, in which UML is a coalition partner, should further scale up its effort to kindle hope among people. The meeting also set the agenda of the national general convention representatives’ council meeting to be held on April 20-21. The general convention to be held at Godawari, Lalitpur would witness around 25,000 participants including 2,153 general assembly representatives, informed Deputy General-Secretary Gyawali. During the convention, various reports such as political, organizational, election commission, account commission, discipline commission and advisor council would be presented while participants would discuss making UML a decisive force in the upcoming parliamentary election. Similarly, today’s meeting decided to celebrate UML’s 75th anniversary with host of programmes such as documentary screening, Jhulaghat to Chiwa Bhangjyang hiking and musical events. Party leaders and cadres contributing notably to the party would be honoured on the anniversary of the party, it was shared. The party has adopted a resolution to make Nepal a developed country. According to Gyawali, the meeting decided to forge cooperation among the coalition partners in the provincial level as done at federal level."
"Current session of parliament passes three bills, session prorogues from today","The current session of the House of Representatives (HoR) has been prorogued from today. In the HoR meeting today Speaker Devraj Ghimire read out a letter related to this and received from the President. The Speaker announced that the HoR current session automatically ends at 12 midnight today, April 14. In the meeting, he informed about the work carried out by the House of Representatives in the current session. The current session started on January 16. It is said the HoR conducted its parliamentary business, convening 23 times in 23 days and for a total 81 hours and 55 minutes. Three bills, namely, the Monitoring and Evaluation Bill, the Food Purity and Quality Bill, and the Anti-Money Laundering Bill, in this session. After the Nepali Congress lawmakers stood from their respective seats at the outset of the meeting, the Speaker said that the meeting of the HoR would be moved ahead as per the decision and understanding reached in the meeting of the Business Advisory Committee. The meeting continued after the Speaker informed the House that the item no 1 to 7 of the agenda of the meeting set for today have been removed. Speaker Ghimire presented in the HoR for its approval the notice relating to the lawmakers remaining absent in 10 or more meetings in the current session, in accordance with Rule 213 (1) of the House of Representatives Regulations. The meeting approved the proposal."
This session of HoR remained more successful than previous ones: Speaker Ghimire,"Speaker of the House of Representatives (HoR) Devraj Ghimire has said that the third session of the Parliament was comparatively more successful than the previous sessions. In the meeting held Sunday in the context of prorogue of the third session, he said that the third session was comparatively more successful than the previous session in terms of law making and voicing issues of public concern among others. Speaker Ghimire said, “Compared to the previous session, the third session was successful, but it was not adequately long enough. I am confident that the next session will be more effective and result-oriented based on high understanding and prudent decisions between political parties.” He expressed his gratitude to the members who participated actively throughout the sessions and expressed his gratitude to all the mechanisms including security and the staff of the Federal Parliament Secretariat who assisted in the parliamentary business. “Parliament is the main place where people’s feelings are expressed by representatives elected by the people, people’s hopes and expectations are expressed here as well as dissatisfaction and anger,” he said, The speaker said that if the voices expressed in the parliament can be addressed and brought to a conclusion at the right time, the importance and time of this dignified institution could be properly utilized. He opined that the more active and enlightened parliament ensures qualitative impact on law making process. On that occasion, he expressed his best wishes for the New Year 2081 BS."
NC objects to government’s decision to prorogue House session,"The main opposition party Nepali Congress has objected to the government’s decision to end the current session of the Federal Parliament. The meeting of the Congress Parliamentary Party held today has said that serious attention has been drawn to the recommendation made by the government to end the current budget session while there is enough time for the budget session. While sharing the decision of the meeting, chief whip Ramesh Lekhak said that this decision of the government is undemocratic and against the parliamentary values and practice. According to him, the Congress has criticized and condemned the government’s decision. “In the House, all the opposition parties have been raising the issue of misappropriation of the funds of the cooperatives. The minister in the government was involved in the misappropriation of the funds of the cooperatives, so they were demanding the formation of a parliamentary investigation committee to ensure a fair and independent investigation,” he said, adding that their demand has been ignored. “The ruling party is alleging that the House was blocked because of the opposition party. It is merely an allegation,” he said, adding that the Congress has been raising the issue of Deputy Prime Minister and Home Minister Rabi Lamichhane’s involvement in the misappropriation of the cooperative’s funds with facts and evidence. Lekhak said that the government was not serious about it and the House was suspended for a few days, so the government itself should take responsibility for it. This meeting of the Congress Parliamentary Party has committed to stand more firmly for an independent, fair and credible investigation on the matter of defrauding the funds of the cooperative, informed the chief whip. The meeting also concluded that since the government could not give enough time to the House, the necessary laws regarding the implementation of the Constitution and federalism and public concerns could not be passed in this session."
Discussions underway in political level to end HoR deadlock,"Prime Minister Pushpa Kamal Dahal ‘Prachanda’ has said discussions were underway at the political level to end the deadlock of House of Representatives and it would be resolved soon. Talking briefly to media persons at Biratnagar today, Prime Minister Dahal shared that the recent impasse would be resolved through political discussion. He expressed the belief that problems could be resolved by studying the overall issue related to cooperative and the topic concerning Chairperson of the Rastriya Swatantra Party and Home Minister Rabi Lamichhane separately. “Formation of parliamentary probe committee has been demanded keeping Deputy Prime Minister Lamichhane in centre, which cannot be addressed,” the PM said. Stating that the opposition parties have been making the problems seen in cooperative sector as a political issue rather than solving it after the change in the political alliance, PM Dahal underlined, “Earlier, the Nepali Congress was with us in the government. The issue of cooperative was minor for them that time. After exiting from the government, formation of a parliamentary probe committee has been demanded keeping Rabi Lamichhane in the centre. It is based on political prejudice.” He clarified that the efforts made to break the existing political equation would not be successful."
House of Representatives adjourned,"The meeting of the House of Representatives has been adjourned until next Wednesday. In today’s meeting, the House was blocked after the main opposition Nepali Congress demanded that a parliamentary committee be formed to investigate the misappropriation of cooperative funds. Speaker Devraj Ghimire adjourned the meeting for 15 minutes and it has been decided to hold tomorrow morning at 11 o’clock."
"Ghimire, Pudasaini file their nomination for NA vice-chair","The CPN (UML) and Nepali Congress have separately filed their nomination for the post of Vice-Chair of the National Assembly. Bimala Ghimire from the CPN (UML) registered her nomination at the Federal Parliament Building, New Baneshwor. Ghimire’s nomination was proposed by lawmaker Bhagawati Neupane and seconded by lawmaker Gopi Bahadur Sarki Achhami. Similarly, Bishnu Devi Pudasaini from the Nepali Congress registered her candidacy. Pudasaini’s nomination was proposed by lawmaker Durga Gurung and seconded by lawmaker Narayan Dutta Bhatta. The election to the post of NA vice-chair is taking place on Wednesday after the then vice-chair Urmila Aryal resigned from the post. Talking to media persons after filing candidacy, Ghimire urged all NA members to cast vote in her favor and make her victorious. She expressed commitment to playing a supportive role in all manners to make the NA more dignified and pass the bills in an easy and smooth manner consulting with the NA chair if she wins the election. Likewise, Pudasaini said she would play a role to enhance the NA’s prestige and thanked the party for making the decision of fielding her for the NA vice-chair post."
NC demands formation of parliamentary probe committee,"The main opposition party, Nepali Congress, has again demanded the formation of a parliamentary committee to investigate into cooperative fraud scam. Today’s meeting of the NC Parliamentary Party demanded this, alleging the involvement of Deputy Prime Minister and Home Minister, Rabi Lamichhane, in embezzling the cooperative amount, said NC Chief Whip, Ramesh Lekhak. The meeting held under chairmanship of party President Sher Bahadur Deuba called for constituting a parliamentary committee for fair, independent and credible investigation into the scam as Home Minister Lamichhane is found involved in embezzling the cooperative amount. The NC stated that it has been repeatedly demanding the formation of parliamentary committee for the investigation and today’s parliamentary party meeting also took the decision calling for the same determining that the demand was appropriate. The NC said the government itself should take the responsibility of obstruction in the parliament which would be continued until the government becomes irresponsible towards NC’s demand for formation of parliamentary committee. Lekhak mentioned that the meeting was univocal on the issue of pointing out the government’s weakness strongly in a constructive way, from the position of main opposition party. —"
By-election: Voters in Ilam constituency-2 excited to elect their lawmaker,"By-election: Voters in Ilam constituency-2 excited to elect their lawmaker Ilam, April 8: The voters in Ilam constituency number 2 are excited to elect their representative to the House of Representatives, the lower house of the Federal Parliament. The by-election is taking place on the 27th of this month. The by-election is being held here following the death on September 12, 2023 of Subas Chandra Nembang who was elected the HoR member from this constituency. Altogether 20 candidates are in fray in the by-election. Kuber Rai of Mahamai, Ilam Municipality-8 is excited with the by-election vivacity in the constituency these days. “We had no representative to voice our pressing problems like determining the price of tea, market for our dairy products and the poor condition of the Mechi highway in the federal parliament for the last seven months,” he said, adding that they are eagerly waiting for the by-election to choose their representative for the same. Bishal Dhakal of Sandakpur Rural Municipality-3 echoed Rai, saying, “All the candidates are asking for votes visiting the doorsteps of the electorate. We are telling them that we will give our votes to them. But the voters will elect the qualified candidate.” Stating that the electorates have many problems and complaints, he said they will press their elected representative to raise these issues in parliament and have them addressed. Raghunath Bhandari of Phakphokthum Rural Municipality-4 said he will vote for the candidate who can bring about improvements in the condition of roads, health services, education and agriculture. “The roads are lying unrepaired, there is no subsidy for farmers, we are deprived of quality health services and education. The representative to be elected from the by-election should address these demands,” he added. Arpana Paudel of Chulachuli Rural Municipality-1 said that she will give her vote to the candidate who have come with a positive thinking and are genuinely committed to the development of the constituency. “We cannot blindly support the candidates in the name of independents or new political party,” she added. Among the registered candidates are Suhang Nembang, the common candidate of the CPN (UML) and CPN (Maoist Centre) alliance, Dambar Bahadur Khadka of Nepali Congress, Milan Limbu of Rastriya Swatantra Party, Prem Bahadur Limbu of the Janamat Party, and Shyam Bahadur Darji of the Nepal Workers and Peasants’ Party. Additionally, Mani Bahadur Limbu of Mongol National Organisation, Dhanraj Rana Magar of National Republic Nepal, Laxmi Gurung of Rastriya Prajatantra Party, Jit Bahadur Rai of CPN (Unified Socialist), Jayawant Bikram Shah from National Liberation Movement Nepal, Ganesh Bahadur Chauhan of RPP Nepal, and Resham Bahadur Sunar Nepali of Nepal Janata Dal have also filed nominations. The independent candidates include Dak Prasad Gautam, Manoj Niraula, Arjun Kumar Shahi, Keshab Kumar Chapagain, Dipesh Bohora, Yogendra Gurung, Raj Basyal and Dakendra Singh Thegim representing Pahichanbadi (pro-identity group), according to the Office of the Election Officer. The Election Commission has announced that April 9 is the day for publishing the final list of candidates and allocating election symbols to them. The by-election will take place across 79 polling stations and 149 polling centers from 7:00 am to 5:00 pm."
UML’s Adhikari stakes Claim for CM in Gandaki,"CPN (UML) parliamentary party leader for Gandaki Province Assembly, Khagaraj Adhikari, has presented a claim for an appointment as the Chief Minister for the province before Province Chief Dilli Raj Bhatta. His claim for the Chief Minister is supported by 31 PA members, according to UML parliamentary party chief whip for the province, Govinda Nepali. Those PA members supporting Adhikari include 22 of the UML, eight from the CPN (Maoist Centre) and the remaining one is independent. In the 60-member Gandaki PA, the confidence of at least 30 members is needed to be appointed as the Chief Minister. Last Thursday, Chief Minister Surendra Raj Pandey tendered his resignation before the Province Chief and then the Province Chief called on political parties to stake a claim for the appointment to the post by April 9.  The coalition partners presented the claim before the deadline. Pandey who was from the Nepali Congress, the largest party in the Gandaki with 27 members, resigned from the post after it was assessed that he was not going to get a vote of confidence which was mandated with the NC’s erstwhile coalition partner Maoist Centre’s decision to withdraw its support to him. The Rastriya Prajantra Party (RPP) which has two members in Gandaki is still undecided whether to support a new government or not."
‘Positive aspirations should be created among youths’,"Prime Minister Pushpa Kamal Dahal ‘Prachanda’ has said that confidence among youths should be created about Nepal’s development prospects by ending despair and negativities on them. Addressing a programme on Birat Chakra Bigyan and Lumbini Adhyatmik Jagaran Utsab on Saturday, the PM called for reducing the trend of youth’s migration to foreign countries. PM Prachanda said demographic dividend should be utilized for Nepal’s development and innovation and positivity is needed for this to happen. On the occasion, the PM said an individual could not get a healthy body, peaceful mind, energetic and positive vibes and prosperity until the systematic usage of inner self’s energy. The PM argued that an individual remains restless and unquenched without spiritual awakening and Sadhana. He added that there is no possibility of individual, social and national welfare from a restless and unfulfilled person. So, development of the self-content is today’s need, he argued. The PM said a new revolution was needed for the citizen’s life transformation after the successful bid on political restructuring in the country. “Some time ago, I had expressed the sentiment that the time has come to become Samrat Ashoka, which was the voice of my inner-soul. I have realized the need for spiritual transformation. I express the sentiment of my realization to this from this land,” the PM shared. But such transformation is not any traditional religious views but for the lasting peace, good-governance, welfare-based scientific spiritual state to ensure the best system, the PM elaborated."
20 candidates register for candidacy in Ilam by-elections,"Various political parties and independent candidates have registered their nomination papers on Saturday for the by-elections to be held on April 27 in Ilam Constituency No. 2. According to the District Election Office, 20 candidates from 12 political parties and eight independent candidates have registered their candidacies for the by-elections in Ilam. Suhang Nembang of CPN (UML), Dambar Bahadur Khadka of Nepali Congress, Milan Kumar Yonghang Limbu of Rastriya Swatantra Party and Jit Bahadur Rai of CPN (Unified Socialist) are among those who registered their candidacies Saturday. Laxmi Gurung of Rastriya Prajatantra Party, Prem Kumar Thamsuhang of Janamat Party, Shyam Nepali of Nepal Workers Peasants Party, Manikumar Limbu of Mangol National Organization, Ganesh Bahadur Chauhan of Rastriya Prajatantra Party Nepal, Jaywant Bikram Shah of National Liberation Movement of Nepal, Dhanraj Rana Magar of National Republic Nepal and Resham Bahadur Sunar of Nepali Janata Dal registered their candidacies. Similarly, independent candidates Dakendra Singh Thegim, Dak Prasad Gautam, Manoj Niraula (Pradeep), Arjun Bahadur Shahi, Keshav Kumar Chapagain, Dipesh Bohora, Yogendra Gurung, Raj Basyal have registered their candidacies for the by-elections."
Ilam by-polls: six register nominations,"Ilam by-polls: six register nominations Ilam, April 6: Six candidates have registered nominations so far for the House of Representatives (HoR) by-election in Ilam constituency 2. Janamat Party’s Prem Kumar Thamsung ( Premdeep), Suhang Nembang, the common candidate of CPN (UML) and CPN (Maoist Centre),  Shyam Darji of Nepal Workers and Peasants’ Party,   Dak Prasad Gautam (independent), Dakendra Singh Thegim on behalf of the Pahichanbadi (pro-identity group) and Jit Bahadur Rai of CPN (Unified Socialist) have registered nominations for the April 27 by-election. It is said Milan Limbu from the Rastriya Swatantra Party, Nepali Congress, and other candidates are preparing to file the candidacies."
Ilam by-polls: six register nominations,"Ilam by-polls: six register nominations Ilam, April 6: Six candidates have registered nominations so far for the House of Representatives (HoR) by-election in Ilam constituency 2. Janamat Party’s Prem Kumar Thamsung ( Premdeep), Suhang Nembang, the common candidate of CPN (UML) and CPN (Maoist Centre),  Shyam Darji of Nepal Workers and Peasants’ Party,   Dak Prasad Gautam (independent), Dakendra Singh Thegim on behalf of the Pahichanbadi (pro-identity group) and Jit Bahadur Rai of CPN (Unified Socialist) have registered nominations for the April 27 by-election. It is said Milan Limbu from the Rastriya Swatantra Party, Nepali Congress, and other candidates are preparing to file the candidacies."
EC updates voters’ list for by-election,"The Election Commission has made public the final voters’ list for the by-election to be held coming April 27. The by-election is being held in Ilam and Bajhang districts. As per Commission’s update, there will be a total of 1,80,88,983 voters. Among them, 88, 86,983 are female, 92,02,569 male and 188 ‘others’. According to the Commission Spokesperson Shaligram Sharma Poudel, Morang district records highest number of the voters- 739, 390 while Manang the lowest- 6,849 voters. Spokesperson further shared that 87,417 new voters were r5ecorded since the last by-election held on April 23 last year."
"NC picks candidates for Ilam-2, Bajhang-1 ‘A’","The Nepali Congress (NC) has picked the party’s candidates for the upcoming by-elections to be held in Ilam Constituency No. 2 for House of Representatives (HoR) and Bajhang Constituency No. 1 (A) for Sudurpaschim Province Assembly. A meeting of the NC parliamentary board and work execution committee held on Thursday finalized the name of Dambar Bahadur Khadka for Ilam and Abishekh Bahadur Singh for Bajhang, NC central office’s Chief Secretary Krishna Prasad Poudel said. The by-elections are taking place on April 27 in Ilam Constituency No. 2 and Bajhang Constituency No. 1 (A). The NC has also appealed to the voters in the two constituencies to cast their vote for the party’s candidates and make the party candidates victorious. Filing of nomination papers for the by-elections is scheduled to be held on April 6. The final list of candidates will be published on April 9. The other major political parties have already announced their candidates for the by-elections in Ilam-2 and Bajhang-1 ‘A’."
HoR session: NC continues to press for formation of parliamentary probe panel,"Major opposition Nepali Congress (NC) has continued to advocate for forming a parliamentary committee to probe into issues about cooperative mismanagement. Taking time in a meeting of the House of Representatives today, party General Secretary Bishwa Prakash Sharma reiterated the party’s voice for forming the parliamentary panel to investigate the alleged connection of Deputy Prime Minister and Minister for Foreign Affairs in the cooperative fraud. He utilized the forum to argue that the House is neither a venue for convicting anyone of any offense nor giving a clean chit on the charge. “Instead the matter should be addressed through a due process.” Lawmaker Sharma also expressed concern over what he said the ruling party declared the Minister innocent from the House. “The practice of declaring anyone guilty or innocent from a rostrum or a parliamentary floor is not good. If the Home Minister is not guilty, the right to be declared innocent by a parliamentary committee should be guaranteed.” He presented three reasons clarifying the need to form a parliamentary body to address the matter. “It is due to the realization of a conflict of interest, suspension of an official investigation into the cooperatives, and the issue requiring to be addressed by the parliamentary procedures.” The NC lawmaker wanted the government to bring a proposal to form the committee in the next lower house session. He warned that the party would take up the issue more seriously in the days ahead and it is committed to its stance (of forming a parliamentary probe committee). The ultimatum to the government for proceeding ahead with the constitution of the committee has been over, he said, hinting about the party’s preparations for further amplifying the programmes of protests over the matter. As he said, there is a misunderstanding at the civic level that the parliamentary proceedings have been halted due to the NC obstruction.  On March 31, parliament held discussions on the agreement related to the International Solar Alliance (ISA). The following day, a proposal to seek considerations on the power trade bill was presented and on April 2, the House endorsed the BIMSETC Charter. He said he wanted to inform all Nepali citizens at home and abroad that the House continues its business. Lawmaker Sharma said an atmosphere should be built for implementing a House calendar, making the House more systematic and accountable. Any matters that are at variance with the meeting agenda will be rejected by the party. He also protested the presentations of issues in the rostrum sans an agreement in the Parliamentary Business Advisory and Consultative Committees. Speaker Devraj Ghimire said the Constitution incorporates the provisions allowing time for the Prime Minister or a Minister to put views in the parliament if requested. It is our practice and tradition to grant time to the Prime Minister and Ministers to express views if demanded, he said."
NC fails to decide on candidate for upcoming by-election,"Nepali Congress has not decided on the candidates to field in the upcoming by-election to be held in two constituencies on April 27. The party convened a meeting here on Tuesday to discuss the party’s candidates by-election to be held in Ilam Constituency no 2 and Bajhang constituency no 1 Province ‘A’ but to no avail. Min Bahadur Bishwakarma, Chief of Party’s Department of Information, Communication and Publicity, told the RSS that party’s parliamentary board and central work execution committee held the meetings on Tuesday, the meetings could not finalize the names of the candidates to contest in the upcoming by-election. “There was an intensive discussion on the candidates. Discussion on the aspirants recommended by the party for the by-election will be held tomorrow and candidates will be decided tomorrow.” The party’s Central Working Committee meeting has been called for 2:00 pm on Wednesday to finalize the candidates, he said. CPN (UML), Rastriya Swatantra Party and Rastriya Prajatantra Party (RPP) among others have decided their party candidates for the upcoming by-elections. —"
HoR meeting: NC demands formation of parliamentary committee on cooperative case,"The main opposition party, Nepali Congress, has reiterated its demand of forming a parliamentary committee for conducting a fair investigation into cooperative fraud, saying the name of Deputy Prime Minister and Home Minister Rabi Lamichhane is linked to it. The NC demanded that authority be given to such committee to carry out investigation on cooperative fraud case and bring out the truth. Speaker Devraj Ghimire allotted time to NC lawmaker Ram Krishna Yadav after all the NC lawmakers stood from their respective seats as a protest in today’s meeting of the House of Representatives (HoR). Speaking in the meeting, lawmaker Yadav pointed out the need of parliamentary probe into the cooperative fraud scam, citing that as crisis of trust has surfaced after the investigation on Lamichhane stopped with reconstitution of the government. He said Home Minister Lamichhane should resign from the post based on ethics as he had taken loan of Rs 800 million from a cooperative at a time when he was working at Gorkha Media Pvt Ltd and has not still cleared it. Lawmaker Yadav also demanded investigation on Minister for Labour, Employment and Social Security, DP Aryal as he is also found involved in cooperative case, clarifying his party would not obstruct the House on other issues except the issues connected with the Home Ministry and Cooperative. Urging the government to seriously pay attention on the issues raised by lawmakers in the House, he urged the government to raise hope among the people by ending impunity, and maintaining rule of law and good governance. In response, Speaker Ghimire said his and the House’s attention was drawn on the issues raised by lawmaker Yadav."
NC holding meetings to finalize by-election candidate,"The Nepali Congress is holding meetings of its parliamentary board and central execution committee today to decision on candidates for the April 27 by-elections in Ilam constituency 1 and Bajhang Province Assembly (1). Chief of information and publicity department of NC, Min Bahadur Bishwokarma, informed RSS that the meeting was being held later this afternoon to finalize by-election candidates from the party. The meeting will be held under the chairmanship of party President and former prime minister Sher Bahadur Deuba at 2:00pm.  Initially, the parliamentary board meeting will decide on the candidates and the central execution committee endorses it, he added. The NC officer bearers, former office bearers and top leaders had held discussions on Monday evening about possible candidates. For the April 27 by-election, the Election Commission has already made public a schedule as per which parties need to file candidacy by April 6."
HoR meeting: Call for forming parliamentary investigation committee,"Today’s meeting of the House of Representatives has commenced. The main opposition party Nepali Congress has called for forming a parliamentary committee to investigate into the linking of Deputy Prime Minister and Home Affairs Minister Rabi Lamichhane in the cooperatives fraud. Nepali Congress leader Sanjaya Kumar Gautam said, “This is also the issue of ethics. The government should be serious about this (the linking of DPM Lamichhane’s name in the cooperative fraud). A parliamentary probe committee should be formed in this connection.” He contended that a doubt has arisen regarding how justice can be done on this topic based on the Prime Minister’s replies in parliament and the Police Chief’s response on this topic in the parliamentary committee meeting. Stating that the main opposition party Nepali Congress is well aware of the fact that the parliament should not be held hostage over certain demands, he called upon the government also to be serious regarding its responsibilities. Lawmaker Gautam demanded that the parliament should also press the government to address the livelihood issues of the people. He reiterated that the main opposition party would continue raising this issue until the parliamentary investigation committee was formed. “The then Deputy Prime Minister and Home Minister Narayan Kaji Shrestha had responded in the parliament itself that an investigation was on in this connection. But, now the investigation is stopped,” he said, adding that appointing Lamichhane as the Home Minister is a conflict of interest. Lawmakers draw govt’s attention to address farmers’ problems Meanwhile, speaking in the Urgent Time in the meeting of the HoR today, lawmakers voiced various contemporary issues, including the increasing number of road accidents and the farmers facing a plethora of problems. Lawmaker Hitraj Pandey expressed concern over the increasing number of road accidents in recent days and urged the government to take effective measures to reduce rod fatalities, referring to the car accident that took place on Saturday near Muglin. Eknath Dhakal also drew the government’s attention on this topic while Dhruba Bahadur Pradhan urged the government to resolve problems faced by the citizens while accessing various public services. He also called on the government to provide relief to the farmers after assessing the damage caused by the windstorm and hailstone. Lawmaker Ashok Kumar Chaudhary raised the issue of the maize cultivated by farmers in the Tarai districts producing cobs without grains due to the ‘flawed’ hybrid seeds. He demanded action against the dealers selling such seeds and providing compensation to the farmers. Chaudhary stressed on the urgent need of taking steps to mitigate the impact of climate change on agriculture and the problem of wild animals consuming and damaging the crops. Dr Amaresh Kumar Singh said a question has arisen regarding the adjudication of justice by the judiciary. He alleged that the judges were appointed on the power-sharing basis among the parties and the judges also gave verdicts in an unfair way. He called for an investigation on the decisions of the judiciary and forming a parliamentary committee to assess the conduct of the judges. He also through the parliament called attention of the judiciary to what he called ‘the contamination’ of judiciary. Lawmaker Singh complained that only few of the complaints filed with the Judicial Council are investigated. —"
DPM Lamichhane instructs to deliver without fear and favour,"Deputy Prime Minister and Minister for Home Affairs Rabi Lamichhane instructed the security agencies in the Ilam district to carry out responsibilities without fear and favour. In an interaction with the Chief District Officer of Ilam district and chiefs of the security agencies in the district today, Minister Lamichhane directed them to work in a manner that people would realize positive change. Ordering to maintain peace and order, the Minister instructed not to compromise while curbing crimes. “None of you should work in fear or favour. Comply with the laws and do what the laws permit. You need not wait for the instruction of the Home Minister to work in line with the law.” The DPM emphasized that public services should be delivered in such a way that the victims feel that the State is on their side. He asserted, “Make sure you enforce the law. None is allowed to work against the rule.” Stating that they joined the government to work in the best interest of the people, he stressed the need to pay special attention to ensure good governance, service delivery and curbing corruption, drug abuse and smuggling among others. He arrived in Ilam to participate in the programme to officially announce the candidate from his party contesting the upcoming by-election from Ilam constituency no 2. Rastriya Swatanra Party (RSP), who is spearheaded by Minister Lamichhane, has decided to field Milan Limbu from the constituency for the coming by-election. Earlier, Minister Lamichhane had reached Mangsebung-5 in the district to meet Kirat religious leader Atmananda Lingden. (RSS)"
All leftists and patriots should stand together: Prime Minister Dahal,"Prime Minister Pushpa Kamal Dahal ‘Prachanda’ said all leftists and patriots should stand together. In his address to a programme organized here on Saturday on the occasion of the 24th Prison Break Memorial Day, he claimed Nepali socialist revolution will move ahead in a new way. Prime Minister, also the Chairperson of CPN (Maoist Centre) Dahal said, “The socialist revolution will be carried forward in a new and original way by uniting all Maoist movement initiators and also bringing together all nationalist forces in one place. The leadership still has higher level of confidence  to this effect.” Dahal said. Referring to the declaration of 8,000 martyrs as national martyrs and publishing their names in the gazette, Prime Minister Dahal said he considered this as a continuation of class struggle. Sharing that he is still continuing his efforts for class struggle, he said declaring People’s War Day as a national day is its reflection. The shared responsibility cannot be realized by merely pouring out frustration and insulting the political parties and leaders, the Prime Minister said. Dahal called upon everyone to unite and stand for the country and people. Stating that the equation of ruling coalition is strategic, Prime Minister Dahal said, “This chemistry is strategic and far-reaching, I believe it is also revolutionary.” It only makes all patriots united for nation and people."
Speaker-led delegation returns home,"A ten-member delegation led by Speaker of the House of Representatives (HoR), Devraj Ghimire, has returned home from Switzerland after participating in the 148th General Assembly of the Inter-Parliamentary Union (IPU). A delegation led by Speaker Ghimire left for Switzerland on March 21 to participate in the General Assembly held at the IPU head office from March 23 to 27. In the General Assembly, Speaker Ghimire  delivered a speech on behalf of the Federal Parliament on the topic of ‘Parliamentary Diplomacy: Building Bridges for Peace and Understanding’. Along with Speaker Ghimire, Chief whips of the parliamentary parties Nepali Congress’s Ramesh Lekhak, CPN (UML)’s Mahesh Kumar Bartaula, CPN (Maoist Centre) Hitraj Pandey and Rastriya Swatantra Party’s Santosh Pariyar participated in the General Assembly. Similarly, National Assembly Member Ganga Kumari Belbase, Federal Parliament Secretariat Spokesperson Ekram Giri, Deputy Secretary Pradeep Guragain and Speaker’s Chief Private Secretary Tejprakash Bhattarai attended the event."
"Present coalition is not power-focused, Oli argues","Former Prime Minister and CPN (UML) Chairman KP Sharma Oli has said the present ruling alliance was not formed to serve the interests of the participating parties. Oli said the parties of the ruling alliance are committed to the country’s prosperity. Inaugurating the 11th district convention of CPN (UML) Jhapa on Thursday, Oli argued that the current government is making efforts to fulfill the national aspirations of Prosperous Nepal, Happy Nepalis. Ruling out the changes of alliance between CPN (UML) and Nepali Congress, Oli said the two parties should have a healthy political competition. On the occasion, Chairman Oli shared that his party has focused completely on ‘Mission 84’ by leaving everything for now and added that his party wants to form a single majority government after the general election to be held in 2084 BS. During the event, the party felicitated the veteran leaders of the UML and others contributing for the prosperity of Jhapa district. Those being honoured include UML vice-chair Ashta Laxmi Shakya, Amrit Kumar Bohora, Naresh Kharel, Kalidas Shrestha, Shova Kunwar, Prithvi Mainali and others."
National Assembly Vice-chair Aryal resigns,"Vice Chairperson of the National Assembly, Urmila Aryal has resigned from the post. Vice-chair Aryal submitted her resignation letter to NA Chair Narayan Prasad Dahal on Thursday. Aryal was elected as the Vice-chair of the National Assembly on 6 February 2023. In her resignation letter, she mentioned that she performed her duties honestly while in office and thanked everyone who helped her during the tenure. Aryal was elected as a member of the National Assembly on behalf of the CPN (Maoist Centre)."
CPN (Maoist Centre) to field candidacy in Ilam and Bajhang,"The CPN (Maoist Centre) is to give candidacy in the by-elections to be held in Ilam and Bajhang. A meeting of the party office-bearers held at the Prime Minister’s official residenc at Baluwatar today made this decision. Prime Minister and party chairperson Pushpa Kamal Dahal ‘Prachanda’ briefed the meeting on the latest political situation in the country and the contemporary political issues. Talking to the media after the meeting, party vice-chairperson and spokesperson Agni Prasad Sapkota said a decision has been made in the meeting to field candidacy from the party in the by-election taking place in Ilam constituency no 1 and Bajhang constituency no 1 Province Assembly constituency ‘A’. According to him, discussions are on regarding the name of the candidates and the necessary decision will be taken in the next meeting. The party stated that the required decision would be taken after the names of the candidates from the two constituencies are recommended. Spokesperson Sapkota said although the meeting discussed the topic of provincial governments, decision on the same would be taken after the required consultation among the parties in the ruling coalition. He added that the topic of provincial government would be finalized until Thursday."
Deepak Karki taking oath as Minister of State for Forests,"Prime Minister Pushpa Kamal Dahal Prachanda has sworn in Deepak Karki as the Minister of State for Forests and Environment. On Monday afternoon, Prime Minister Prachanda administered the oath of office of Janata Samajwadi Party MP Karki as the State Minister for Forests and Environment at the Prime Minister’s and Council of Ministers’ Office Singha Darbar. Karki is an MP elected from Dhanusha-1."
